cve_id,Classification,NIST_IDs,year
CVE-2023-4270,Non-AI,,2023
CVE-2023-4271,Non-AI,,2023
CVE-2023-4272,Non-AI,,2023
CVE-2023-4273,Non-AI,,2023
CVE-2023-4274,Non-AI,,2023
CVE-2023-4276,Non-AI,,2023
CVE-2023-4277,Non-AI,,2023
CVE-2023-4278,Non-AI,,2023
CVE-2023-4279,Non-AI,,2023
CVE-2023-4280,Non-AI,,2023
CVE-2023-4281,Non-AI,,2023
CVE-2023-4282,Non-AI,,2023
CVE-2023-4283,Non-AI,,2023
CVE-2023-4284,Non-AI,,2023
CVE-2023-4289,Non-AI,,2023
CVE-2023-4290,Non-AI,,2023
CVE-2023-4291,Non-AI,,2023
CVE-2023-4292,Non-AI,,2023
CVE-2023-4293,Non-AI,,2023
CVE-2023-4294,Non-AI,,2023
CVE-2023-4295,Non-AI,,2023
CVE-2023-4296,Non-AI,,2023
CVE-2023-4297,Non-AI,,2023
CVE-2023-4298,Non-AI,,2023
CVE-2023-4299,Non-AI,,2023
CVE-2023-4300,Non-AI,,2023
CVE-2023-4301,Non-AI,,2023
CVE-2023-4302,Non-AI,,2023
CVE-2023-4303,Non-AI,,2023
CVE-2023-4304,Non-AI,,2023
CVE-2023-4307,Non-AI,,2023
CVE-2023-4308,Non-AI,,2023
CVE-2023-4309,Non-AI,,2023
CVE-2023-4310,Non-AI,,2023
CVE-2023-4311,Non-AI,,2023
CVE-2023-4314,Non-AI,,2023
CVE-2023-4315,Non-AI,,2023
CVE-2023-4316,Non-AI,,2023
CVE-2023-4317,Non-AI,,2023
CVE-2023-4318,Non-AI,,2023
CVE-2023-4320,Non-AI,,2023
CVE-2023-4321,Non-AI,,2023
CVE-2023-4322,Non-AI,,2023
CVE-2023-4323,Non-AI,,2023
CVE-2023-4324,Non-AI,,2023
CVE-2023-4325,Non-AI,,2023
CVE-2023-4326,Non-AI,,2023
CVE-2023-4327,Non-AI,,2023
CVE-2023-4328,Non-AI,,2023
CVE-2023-4329,Non-AI,,2023
CVE-2023-4331,Non-AI,,2023
CVE-2023-4332,Non-AI,,2023
CVE-2023-4333,Non-AI,,2023
CVE-2023-4334,Non-AI,,2023
CVE-2023-4335,Non-AI,,2023
CVE-2023-4336,Non-AI,,2023
CVE-2023-4337,Non-AI,,2023
CVE-2023-4338,Non-AI,,2023
CVE-2023-4339,Non-AI,,2023
CVE-2023-4340,Non-AI,,2023
CVE-2023-4341,Non-AI,,2023
CVE-2023-4342,Non-AI,,2023
CVE-2023-4343,Non-AI,,2023
CVE-2023-4344,Non-AI,,2023
CVE-2023-4345,Non-AI,,2023
CVE-2023-4346,Non-AI,,2023
CVE-2023-4347,Non-AI,,2023
CVE-2023-4349,Non-AI,,2023
CVE-2023-4350,Non-AI,,2023
CVE-2023-4351,Non-AI,,2023
CVE-2023-4352,Non-AI,,2023
CVE-2023-4353,Non-AI,,2023
CVE-2023-4354,Non-AI,,2023
CVE-2023-4355,Non-AI,,2023
CVE-2023-4356,Non-AI,,2023
CVE-2023-4357,Non-AI,,2023
CVE-2023-4358,Non-AI,,2023
CVE-2023-4359,Non-AI,,2023
CVE-2023-4360,Non-AI,,2023
CVE-2023-4361,Non-AI,,2023
CVE-2023-4362,Non-AI,,2023
CVE-2023-4363,Non-AI,,2023
CVE-2023-4364,Non-AI,,2023
CVE-2023-4365,Non-AI,,2023
CVE-2023-4366,Non-AI,,2023
CVE-2023-4367,Non-AI,,2023
CVE-2023-4368,Non-AI,,2023
CVE-2023-4369,Non-AI,,2023
CVE-2023-4371,Non-AI,,2023
CVE-2023-4372,Non-AI,,2023
CVE-2023-4373,Non-AI,,2023
CVE-2023-4374,Non-AI,,2023
CVE-2023-4376,Non-AI,,2023
CVE-2023-4378,Non-AI,,2023
CVE-2023-4379,Non-AI,,2023
CVE-2023-4380,Non-AI,,2023
CVE-2023-4381,Non-AI,,2023
CVE-2023-4382,Non-AI,,2023
CVE-2023-4383,Non-AI,,2023
CVE-2023-4384,Non-AI,,2023
CVE-2023-4385,Non-AI,,2023
CVE-2023-4386,Non-AI,,2023
CVE-2023-4387,Non-AI,,2023
CVE-2023-4388,Non-AI,,2023
CVE-2023-4389,Non-AI,,2023
CVE-2023-4390,Non-AI,,2023
CVE-2023-4392,Non-AI,,2023
CVE-2023-4393,Non-AI,,2023
CVE-2023-4394,Non-AI,,2023
CVE-2023-4395,Non-AI,,2023
CVE-2023-4397,Non-AI,,2023
CVE-2023-4398,Non-AI,,2023
CVE-2023-4399,Non-AI,,2023
CVE-2023-4400,Non-AI,,2023
CVE-2023-4401,Non-AI,,2023
CVE-2023-4402,Non-AI,,2023
CVE-2023-4404,Non-AI,,2023
CVE-2023-4406,Non-AI,,2023
CVE-2023-4407,Non-AI,,2023
CVE-2023-4408,Non-AI,,2023
CVE-2023-4409,Non-AI,,2023
CVE-2023-4410,Non-AI,,2023
CVE-2023-4411,Non-AI,,2023
CVE-2023-4412,Non-AI,,2023
CVE-2023-4414,Non-AI,,2023
CVE-2023-4415,Non-AI,,2023
CVE-2023-4417,Non-AI,,2023
CVE-2023-4418,Non-AI,,2023
CVE-2023-4419,Non-AI,,2023
CVE-2023-4420,Non-AI,,2023
CVE-2023-4421,Non-AI,,2023
CVE-2023-4422,Non-AI,,2023
CVE-2023-4423,Non-AI,,2023
CVE-2023-4424,Non-AI,,2023
CVE-2023-4427,Non-AI,,2023
CVE-2023-4428,Non-AI,,2023
CVE-2023-4429,Non-AI,,2023
CVE-2023-4430,Non-AI,,2023
CVE-2023-4431,Non-AI,,2023
CVE-2023-4432,Non-AI,,2023
CVE-2023-4433,Non-AI,,2023
CVE-2023-4434,Non-AI,,2023
CVE-2023-4435,Non-AI,,2023
CVE-2023-4436,Non-AI,,2023
CVE-2023-4437,Non-AI,,2023
CVE-2023-4438,Non-AI,,2023
CVE-2023-4439,Non-AI,,2023
CVE-2023-4440,Non-AI,,2023
CVE-2023-4441,Non-AI,,2023
CVE-2023-4442,Non-AI,,2023
CVE-2023-4443,Non-AI,,2023
CVE-2023-4444,Non-AI,,2023
CVE-2023-4445,Non-AI,,2023
CVE-2023-4446,Non-AI,,2023
CVE-2023-4447,Non-AI,,2023
CVE-2023-4448,Non-AI,,2023
CVE-2023-4449,Non-AI,,2023
CVE-2023-4450,Non-AI,,2023
CVE-2023-4451,Non-AI,,2023
CVE-2023-4452,Non-AI,,2023
CVE-2023-4453,Non-AI,,2023
CVE-2023-4454,Non-AI,,2023
CVE-2023-4455,Non-AI,,2023
CVE-2023-4456,Non-AI,,2023
CVE-2023-4457,Non-AI,,2023
CVE-2023-4458,Non-AI,,2023
CVE-2023-4459,Non-AI,,2023
CVE-2023-4460,Non-AI,,2023
CVE-2023-4462,Non-AI,,2023
CVE-2023-4463,Non-AI,,2023
CVE-2023-4464,Non-AI,,2023
CVE-2023-4465,Non-AI,,2023
CVE-2023-4466,Non-AI,,2023
CVE-2023-4467,Non-AI,,2023
CVE-2023-4468,Non-AI,,2023
CVE-2023-4469,Non-AI,,2023
CVE-2023-4471,Non-AI,,2023
CVE-2023-4472,Non-AI,,2023
CVE-2023-4473,Non-AI,,2023
CVE-2023-4474,Non-AI,,2023
CVE-2023-4475,Non-AI,,2023
CVE-2023-4476,Non-AI,,2023
CVE-2023-4478,Non-AI,,2023
CVE-2023-4479,Non-AI,,2023
CVE-2023-4480,Non-AI,,2023
CVE-2023-4481,Non-AI,,2023
CVE-2023-4482,Non-AI,,2023
CVE-2023-4485,Non-AI,,2023
CVE-2023-4486,Non-AI,,2023
CVE-2023-4487,Non-AI,,2023
CVE-2023-4488,Non-AI,,2023
CVE-2023-4489,Non-AI,,2023
CVE-2023-4490,Non-AI,,2023
CVE-2023-4491,Non-AI,,2023
CVE-2023-4492,Non-AI,,2023
CVE-2023-4493,Non-AI,,2023
CVE-2023-4494,Non-AI,,2023
CVE-2023-4495,Non-AI,,2023
CVE-2023-4496,Non-AI,,2023
CVE-2023-4497,Non-AI,,2023
CVE-2023-4498,Non-AI,,2023
CVE-2023-4499,Non-AI,,2023
CVE-2023-4500,Non-AI,,2023
CVE-2023-4501,Non-AI,,2023
CVE-2023-4502,Non-AI,,2023
CVE-2023-4503,Non-AI,,2023
CVE-2023-4504,Non-AI,,2023
CVE-2023-4505,Non-AI,,2023
CVE-2023-4506,Non-AI,,2023
CVE-2023-4507,Non-AI,,2023
CVE-2023-4508,Non-AI,,2023
CVE-2023-4509,Non-AI,,2023
CVE-2023-4511,Non-AI,,2023
CVE-2023-4512,Non-AI,,2023
CVE-2023-4513,Non-AI,,2023
CVE-2023-4514,Non-AI,,2023
CVE-2023-4516,Non-AI,,2023
CVE-2023-4517,Non-AI,,2023
CVE-2023-4518,Non-AI,,2023
CVE-2023-4520,Non-AI,,2023
CVE-2023-4521,Non-AI,,2023
CVE-2023-4522,Non-AI,,2023
CVE-2023-4523,Non-AI,,2023
CVE-2023-4527,Non-AI,,2023
CVE-2023-4528,Non-AI,,2023
CVE-2023-4530,Non-AI,,2023
CVE-2023-4531,Non-AI,,2023
CVE-2023-4532,Non-AI,,2023
CVE-2023-4534,Non-AI,,2023
CVE-2023-4535,Non-AI,,2023
CVE-2023-4536,Non-AI,,2023
CVE-2023-4537,Non-AI,,2023
CVE-2023-4538,Non-AI,,2023
CVE-2023-4539,Non-AI,,2023
CVE-2023-4540,Non-AI,,2023
CVE-2023-4541,Non-AI,,2023
CVE-2023-4542,Non-AI,,2023
CVE-2023-4543,Non-AI,,2023
CVE-2023-4544,Non-AI,,2023
CVE-2023-4545,Non-AI,,2023
CVE-2023-4546,Non-AI,,2023
CVE-2023-4547,Non-AI,,2023
CVE-2023-4548,Non-AI,,2023
CVE-2023-4549,Non-AI,,2023
CVE-2023-4550,Non-AI,,2023
CVE-2023-4551,Non-AI,,2023
CVE-2023-4552,Non-AI,,2023
CVE-2023-4553,Non-AI,,2023
CVE-2023-4554,Non-AI,,2023
CVE-2023-4555,Non-AI,,2023
CVE-2023-4556,Non-AI,,2023
CVE-2023-4557,Non-AI,,2023
CVE-2023-4558,Non-AI,,2023
CVE-2023-4559,Non-AI,,2023
CVE-2023-4560,Non-AI,,2023
CVE-2023-4561,Non-AI,,2023
CVE-2023-4562,Non-AI,,2023
CVE-2023-4564,Non-AI,,2023
CVE-2023-4565,Non-AI,,2023
CVE-2023-4566,Non-AI,,2023
CVE-2023-4568,Non-AI,,2023
CVE-2023-4569,Non-AI,,2023
CVE-2023-4570,Non-AI,,2023
CVE-2023-4571,Non-AI,,2023
CVE-2023-4572,Non-AI,,2023
CVE-2023-4573,Non-AI,,2023
CVE-2023-4574,Non-AI,,2023
CVE-2023-4575,Non-AI,,2023
CVE-2023-4576,Non-AI,,2023
CVE-2023-4577,Non-AI,,2023
CVE-2023-4578,Non-AI,,2023
CVE-2023-4579,Non-AI,,2023
CVE-2023-4580,Non-AI,,2023
CVE-2023-4581,Non-AI,,2023
CVE-2023-4582,Non-AI,,2023
CVE-2023-4583,Non-AI,,2023
CVE-2023-4584,Non-AI,,2023
CVE-2023-4585,Non-AI,,2023
CVE-2023-4586,Non-AI,,2023
CVE-2023-4587,Non-AI,,2023
CVE-2023-4588,Non-AI,,2023
CVE-2023-4589,Non-AI,,2023
CVE-2023-4590,Non-AI,,2023
CVE-2023-4591,Non-AI,,2023
CVE-2023-4592,Non-AI,,2023
CVE-2023-4593,Non-AI,,2023
CVE-2023-4594,Non-AI,,2023
CVE-2023-4595,Non-AI,,2023
CVE-2023-4596,Non-AI,,2023
CVE-2023-4597,Non-AI,,2023
CVE-2023-4598,Non-AI,,2023
CVE-2023-4599,Non-AI,,2023
CVE-2023-4600,Non-AI,,2023
CVE-2023-4601,Non-AI,,2023
CVE-2023-4602,Non-AI,,2023
CVE-2023-4603,Non-AI,,2023
CVE-2023-4604,Non-AI,,2023
CVE-2023-4605,Non-AI,,2023
CVE-2023-4606,Non-AI,,2023
CVE-2023-4607,Non-AI,,2023
CVE-2023-4608,Non-AI,,2023
CVE-2023-4611,Non-AI,,2023
CVE-2023-4612,Non-AI,,2023
CVE-2023-4613,Non-AI,,2023
CVE-2023-4614,Non-AI,,2023
CVE-2023-4615,Non-AI,,2023
CVE-2023-4616,Non-AI,,2023
CVE-2023-4617,Non-AI,,2023
CVE-2023-4620,Non-AI,,2023
CVE-2023-4622,Non-AI,,2023
CVE-2023-4623,Non-AI,,2023
CVE-2023-4624,Non-AI,,2023
CVE-2023-4625,Non-AI,,2023
CVE-2023-4626,Non-AI,,2023
CVE-2023-4627,Non-AI,,2023
CVE-2023-4628,Non-AI,,2023
CVE-2023-4629,Non-AI,,2023
CVE-2023-4630,Non-AI,,2023
CVE-2023-4631,Non-AI,,2023
CVE-2023-4632,Non-AI,,2023
CVE-2023-4634,Non-AI,,2023
CVE-2023-4635,Non-AI,,2023
CVE-2023-4636,Non-AI,,2023
CVE-2023-4637,Non-AI,,2023
CVE-2023-4639,Non-AI,,2023
CVE-2023-4640,Non-AI,,2023
CVE-2023-4641,Non-AI,,2023
CVE-2023-4642,Non-AI,,2023
CVE-2023-4643,Non-AI,,2023
CVE-2023-4645,Non-AI,,2023
CVE-2023-4646,Non-AI,,2023
CVE-2023-4647,Non-AI,,2023
CVE-2023-4648,Non-AI,,2023
CVE-2023-4649,Non-AI,,2023
CVE-2023-4650,Non-AI,,2023
CVE-2023-4651,Non-AI,,2023
CVE-2023-4652,Non-AI,,2023
CVE-2023-4653,Non-AI,,2023
CVE-2023-4654,Non-AI,,2023
CVE-2023-4655,Non-AI,,2023
CVE-2023-4658,Non-AI,,2023
CVE-2023-4659,Non-AI,,2023
CVE-2023-4661,Non-AI,,2023
CVE-2023-4662,Non-AI,,2023
CVE-2023-4663,Non-AI,,2023
CVE-2023-4664,Non-AI,,2023
CVE-2023-4665,Non-AI,,2023
CVE-2023-4666,Non-AI,,2023
CVE-2023-4667,Non-AI,,2023
CVE-2023-4668,Non-AI,,2023
CVE-2023-4669,Non-AI,,2023
CVE-2023-4670,Non-AI,,2023
CVE-2023-4671,Non-AI,,2023
CVE-2023-4672,Non-AI,,2023
CVE-2023-4673,Non-AI,,2023
CVE-2023-4674,Non-AI,,2023
CVE-2023-4675,Non-AI,,2023
CVE-2023-4676,Non-AI,,2023
CVE-2023-4677,Non-AI,,2023
CVE-2023-4678,Non-AI,,2023
CVE-2023-4679,Non-AI,,2023
CVE-2023-4680,Non-AI,,2023
CVE-2023-4681,Non-AI,,2023
CVE-2023-4682,Non-AI,,2023
CVE-2023-4683,Non-AI,,2023
CVE-2023-4685,Non-AI,,2023
CVE-2023-4686,Non-AI,,2023
CVE-2023-4687,Non-AI,,2023
CVE-2023-4688,Non-AI,,2023
CVE-2023-4689,Non-AI,,2023
CVE-2023-4690,Non-AI,,2023
CVE-2023-4691,Non-AI,,2023
CVE-2023-4692,Non-AI,,2023
CVE-2023-4693,Non-AI,,2023
CVE-2023-4694,Non-AI,,2023
CVE-2023-4695,Non-AI,,2023
CVE-2023-4696,Non-AI,,2023
CVE-2023-4697,Non-AI,,2023
CVE-2023-4698,Non-AI,,2023
CVE-2023-4699,Non-AI,,2023
CVE-2023-4700,Non-AI,,2023
CVE-2023-4702,Non-AI,,2023
CVE-2023-4703,Non-AI,,2023
CVE-2023-4704,Non-AI,,2023
CVE-2023-4706,Non-AI,,2023
CVE-2023-4707,Non-AI,,2023
CVE-2023-4708,Non-AI,,2023
CVE-2023-4709,Non-AI,,2023
CVE-2023-4710,Non-AI,,2023
CVE-2023-4711,Non-AI,,2023
CVE-2023-4712,Non-AI,,2023
CVE-2023-4713,Non-AI,,2023
CVE-2023-4714,Non-AI,,2023
CVE-2023-4716,Non-AI,,2023
CVE-2023-4718,Non-AI,,2023
CVE-2023-4719,Non-AI,,2023
CVE-2023-4720,Non-AI,,2023
CVE-2023-4721,Non-AI,,2023
CVE-2023-4722,Non-AI,,2023
CVE-2023-4723,Non-AI,,2023
CVE-2023-4724,Non-AI,,2023
CVE-2023-4725,Non-AI,,2023
CVE-2023-4726,Non-AI,,2023
CVE-2023-4727,Non-AI,,2023
CVE-2023-4728,Non-AI,,2023
CVE-2023-4729,Non-AI,,2023
CVE-2023-4730,Non-AI,,2023
CVE-2023-4731,Non-AI,,2023
CVE-2023-4732,Non-AI,,2023
CVE-2023-4733,Non-AI,,2023
CVE-2023-4734,Non-AI,,2023
CVE-2023-4735,Non-AI,,2023
CVE-2023-4736,Non-AI,,2023
CVE-2023-4737,Non-AI,,2023
CVE-2023-4738,Non-AI,,2023
CVE-2023-4739,Non-AI,,2023
CVE-2023-4740,Non-AI,,2023
CVE-2023-4741,Non-AI,,2023
CVE-2023-4742,Non-AI,,2023
CVE-2023-4743,Non-AI,,2023
CVE-2023-4744,Non-AI,,2023
CVE-2023-4745,Non-AI,,2023
CVE-2023-4746,Non-AI,,2023
CVE-2023-4747,Non-AI,,2023
CVE-2023-4748,Non-AI,,2023
CVE-2023-4749,Non-AI,,2023
CVE-2023-4750,Non-AI,,2023
CVE-2023-4751,Non-AI,,2023
CVE-2023-4752,Non-AI,,2023
CVE-2023-4753,Non-AI,,2023
CVE-2023-4754,Non-AI,,2023
CVE-2023-4755,Non-AI,,2023
CVE-2023-4756,Non-AI,,2023
CVE-2023-4757,Non-AI,,2023
CVE-2023-4758,Non-AI,,2023
CVE-2023-4759,Non-AI,,2023
CVE-2023-4760,Non-AI,,2023
CVE-2023-4761,Non-AI,,2023
CVE-2023-4762,Non-AI,,2023
CVE-2023-4763,Non-AI,,2023
CVE-2023-4764,Non-AI,,2023
CVE-2023-4766,Non-AI,,2023
CVE-2023-4767,Non-AI,,2023
CVE-2023-4768,Non-AI,,2023
CVE-2023-4769,Non-AI,,2023
CVE-2023-4770,Non-AI,,2023
CVE-2023-4771,Non-AI,,2023
CVE-2023-4772,Non-AI,,2023
CVE-2023-4773,Non-AI,,2023
CVE-2023-4774,Non-AI,,2023
CVE-2023-4775,Non-AI,,2023
CVE-2023-4776,Non-AI,,2023
CVE-2023-4777,Non-AI,,2023
CVE-2023-4778,Non-AI,,2023
CVE-2023-4779,Non-AI,,2023
CVE-2023-4781,Non-AI,,2023
CVE-2023-4782,Non-AI,,2023
CVE-2023-4783,Non-AI,,2023
CVE-2023-4785,Non-AI,,2023
CVE-2023-4792,Non-AI,,2023
CVE-2023-4795,Non-AI,,2023
CVE-2023-4796,Non-AI,,2023
CVE-2023-4797,Non-AI,,2023
CVE-2023-4798,Non-AI,,2023
CVE-2023-4799,Non-AI,,2023
CVE-2023-4800,Non-AI,,2023
CVE-2023-4801,Non-AI,,2023
CVE-2023-4802,Non-AI,,2023
CVE-2023-4803,Non-AI,,2023
CVE-2023-4804,Non-AI,,2023
CVE-2023-4805,Non-AI,,2023
CVE-2023-4806,Non-AI,,2023
CVE-2023-4807,Non-AI,,2023
CVE-2023-4808,Non-AI,,2023
CVE-2023-4809,Non-AI,,2023
CVE-2023-4810,Non-AI,,2023
CVE-2023-4811,Non-AI,,2023
CVE-2023-4812,Non-AI,,2023
CVE-2023-4813,Non-AI,,2023
CVE-2023-4814,Non-AI,,2023
CVE-2023-4815,Non-AI,,2023
CVE-2023-4816,Non-AI,,2023
CVE-2023-4817,Non-AI,,2023
CVE-2023-4818,Non-AI,,2023
CVE-2023-4819,Non-AI,,2023
CVE-2023-4820,Non-AI,,2023
CVE-2023-4821,Non-AI,,2023
CVE-2023-4822,Non-AI,,2023
CVE-2023-4823,Non-AI,,2023
CVE-2023-4824,Non-AI,,2023
CVE-2023-4826,Non-AI,,2023
CVE-2023-4827,Non-AI,,2023
CVE-2023-4828,Non-AI,,2023
CVE-2023-4829,Non-AI,,2023
CVE-2023-4830,Non-AI,,2023
CVE-2023-4831,Non-AI,,2023
CVE-2023-4832,Non-AI,,2023
CVE-2023-4833,Non-AI,,2023
CVE-2023-4834,Non-AI,,2023
CVE-2023-4835,Non-AI,,2023
CVE-2023-4836,Non-AI,,2023
CVE-2023-4837,Non-AI,,2023
CVE-2023-4838,Non-AI,,2023
CVE-2023-4839,Non-AI,,2023
CVE-2023-4840,Non-AI,,2023
CVE-2023-4841,Non-AI,,2023
CVE-2023-4842,Non-AI,,2023
CVE-2023-4843,Non-AI,,2023
CVE-2023-4844,Non-AI,,2023
CVE-2023-4845,Non-AI,,2023
CVE-2023-4846,Non-AI,,2023
CVE-2023-4847,Non-AI,,2023
CVE-2023-4848,Non-AI,,2023
CVE-2023-4849,Non-AI,,2023
CVE-2023-4850,Non-AI,,2023
CVE-2023-4851,Non-AI,,2023
CVE-2023-4852,Non-AI,,2023
CVE-2023-4853,Non-AI,,2023
CVE-2023-4855,Non-AI,,2023
CVE-2023-4856,Non-AI,,2023
CVE-2023-4857,Non-AI,,2023
CVE-2023-4858,Non-AI,,2023
CVE-2023-4860,Non-AI,,2023
CVE-2023-4861,Non-AI,,2023
CVE-2023-4862,Non-AI,,2023
CVE-2023-4863,Non-AI,,2023
CVE-2023-4864,Non-AI,,2023
CVE-2023-4865,Non-AI,,2023
CVE-2023-4866,Non-AI,,2023
CVE-2023-4867,Non-AI,,2023
CVE-2023-4868,Non-AI,,2023
CVE-2023-4869,Non-AI,,2023
CVE-2023-4870,Non-AI,,2023
CVE-2023-4871,Non-AI,,2023
CVE-2023-4872,Non-AI,,2023
CVE-2023-4873,Non-AI,,2023
CVE-2023-4874,Non-AI,,2023
CVE-2023-4875,Non-AI,,2023
CVE-2023-4876,Non-AI,,2023
CVE-2023-4877,Non-AI,,2023
CVE-2023-4878,Non-AI,,2023
CVE-2023-4879,Non-AI,,2023
CVE-2023-4882,Non-AI,,2023
CVE-2023-4883,Non-AI,,2023
CVE-2023-4884,Non-AI,,2023
CVE-2023-4885,Non-AI,,2023
CVE-2023-4886,Non-AI,,2023
CVE-2023-4887,Non-AI,,2023
CVE-2023-4888,Non-AI,,2023
CVE-2023-4889,Non-AI,,2023
CVE-2023-4890,Non-AI,,2023
CVE-2023-4891,Non-AI,,2023
CVE-2023-4892,Non-AI,,2023
CVE-2023-4893,Non-AI,,2023
CVE-2023-4895,Non-AI,,2023
CVE-2023-4896,Non-AI,,2023
CVE-2023-4897,Non-AI,,2023
CVE-2023-4898,AI-Supply-Chain,,2023
CVE-2023-4899,AI-Supply-Chain,,2023
CVE-2023-4900,Non-AI,,2023
CVE-2023-4901,Non-AI,,2023
CVE-2023-4902,Non-AI,,2023
CVE-2023-4903,Non-AI,,2023
CVE-2023-4904,Non-AI,,2023
CVE-2023-4905,Non-AI,,2023
CVE-2023-4906,Non-AI,,2023
CVE-2023-4907,Non-AI,,2023
CVE-2023-4908,Non-AI,,2023
CVE-2023-4909,Non-AI,,2023
CVE-2023-4910,Non-AI,,2023
CVE-2023-4911,Non-AI,,2023
CVE-2023-4912,Non-AI,,2023
CVE-2023-4913,Non-AI,,2023
CVE-2023-4914,Non-AI,,2023
CVE-2023-4915,Non-AI,,2023
CVE-2023-4916,Non-AI,,2023
CVE-2023-4917,Non-AI,,2023
CVE-2023-4918,Non-AI,,2023
CVE-2023-4919,Non-AI,,2023
CVE-2023-4920,Non-AI,,2023
CVE-2023-4921,Non-AI,,2023
CVE-2023-4922,Non-AI,,2023
CVE-2023-4923,Non-AI,,2023
CVE-2023-4924,Non-AI,,2023
CVE-2023-4925,Non-AI,,2023
CVE-2023-4926,Non-AI,,2023
CVE-2023-4928,Non-AI,,2023
CVE-2023-4929,Non-AI,,2023
CVE-2023-4930,Non-AI,,2023
CVE-2023-4931,Non-AI,,2023
CVE-2023-4932,Non-AI,,2023
CVE-2023-4933,Non-AI,,2023
CVE-2023-4934,Non-AI,,2023
CVE-2023-4935,Non-AI,,2023
CVE-2023-4936,Non-AI,,2023
CVE-2023-4937,Non-AI,,2023
CVE-2023-4938,Non-AI,,2023
CVE-2023-4939,Non-AI,,2023
CVE-2023-4940,Non-AI,,2023
CVE-2023-4941,Non-AI,,2023
CVE-2023-4942,Non-AI,,2023
CVE-2023-4943,Non-AI,,2023
CVE-2023-4944,Non-AI,,2023
CVE-2023-4945,Non-AI,,2023
CVE-2023-4947,Non-AI,,2023
CVE-2023-4948,Non-AI,,2023
CVE-2023-4949,Non-AI,,2023
CVE-2023-4950,Non-AI,,2023
CVE-2023-4951,Non-AI,,2023
CVE-2023-4956,Non-AI,,2023
CVE-2023-4957,Non-AI,,2023
CVE-2023-4958,Non-AI,,2023
CVE-2023-4959,Non-AI,,2023
CVE-2023-4960,Non-AI,,2023
CVE-2023-4961,Non-AI,,2023
CVE-2023-4962,Non-AI,,2023
CVE-2023-4963,Non-AI,,2023
CVE-2023-4964,Non-AI,,2023
CVE-2023-4965,Non-AI,,2023
CVE-2023-4966,Non-AI,,2023
CVE-2023-4967,Non-AI,,2023
CVE-2023-4968,Non-AI,,2023
CVE-2023-4969,Non-AI,,2023
CVE-2023-4970,Non-AI,,2023
CVE-2023-4971,Non-AI,,2023
CVE-2023-4972,Non-AI,,2023
CVE-2023-4973,Non-AI,,2023
CVE-2023-4974,Non-AI,,2023
CVE-2023-4975,Non-AI,,2023
CVE-2023-4976,Non-AI,,2023
CVE-2023-4977,Non-AI,,2023
CVE-2023-4978,Non-AI,,2023
CVE-2023-4979,Non-AI,,2023
CVE-2023-4980,Non-AI,,2023
CVE-2023-4981,Non-AI,,2023
CVE-2023-4982,Non-AI,,2023
CVE-2023-4983,Non-AI,,2023
CVE-2023-4984,Non-AI,,2023
CVE-2023-4985,Non-AI,,2023
CVE-2023-4986,Non-AI,,2023
CVE-2023-4987,Non-AI,,2023
CVE-2023-4988,Non-AI,,2023
CVE-2023-4990,Non-AI,,2023
CVE-2023-4991,Non-AI,,2023
CVE-2023-4993,Non-AI,,2023
CVE-2023-4994,Non-AI,,2023
CVE-2023-4995,Non-AI,,2023
CVE-2023-4996,Non-AI,,2023
CVE-2023-4997,Non-AI,,2023
CVE-2023-4999,Non-AI,,2023
CVE-2023-5000,Non-AI,,2023
CVE-2023-5001,Non-AI,,2023
CVE-2023-5002,Non-AI,,2023
CVE-2023-5003,Non-AI,,2023
CVE-2023-5004,Non-AI,,2023
CVE-2023-5005,Non-AI,,2023
CVE-2023-5006,Non-AI,,2023
CVE-2023-5007,Non-AI,,2023
CVE-2023-5008,Non-AI,,2023
CVE-2023-5009,Non-AI,,2023
CVE-2023-5010,Non-AI,,2023
CVE-2023-5011,Non-AI,,2023
CVE-2023-5012,Non-AI,,2023
CVE-2023-5013,Non-AI,,2023
CVE-2023-5014,Non-AI,,2023
CVE-2023-5015,Non-AI,,2023
CVE-2023-5016,Non-AI,,2023
CVE-2023-5017,Non-AI,,2023
CVE-2023-5018,Non-AI,,2023
CVE-2023-5019,Non-AI,,2023
CVE-2023-5020,Non-AI,,2023
CVE-2023-5021,Non-AI,,2023
CVE-2023-5022,Non-AI,,2023
CVE-2023-5023,Non-AI,,2023
CVE-2023-5024,Non-AI,,2023
CVE-2023-5025,Non-AI,,2023
CVE-2023-5026,Non-AI,,2023
CVE-2023-5027,Non-AI,,2023
CVE-2023-5028,Non-AI,,2023
CVE-2023-5029,Non-AI,,2023
CVE-2023-5030,Non-AI,,2023
CVE-2023-5031,Non-AI,,2023
CVE-2023-5032,Non-AI,,2023
CVE-2023-5033,Non-AI,,2023
CVE-2023-5034,Non-AI,,2023
CVE-2023-5035,Non-AI,,2023
CVE-2023-5036,Non-AI,,2023
CVE-2023-5037,Non-AI,,2023
CVE-2023-5038,Non-AI,,2023
CVE-2023-5041,Non-AI,,2023
CVE-2023-5042,Non-AI,,2023
CVE-2023-5043,Non-AI,,2023
CVE-2023-5044,Non-AI,,2023
CVE-2023-5045,Non-AI,,2023
CVE-2023-5046,Non-AI,,2023
CVE-2023-5047,Non-AI,,2023
CVE-2023-5048,Non-AI,,2023
CVE-2023-5049,Non-AI,,2023
